"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Single Arm Lateral Raise (Cable)",,"",1,"normal",4,15,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Single Arm Lateral Raise (Cable)",,"",2,"normal",6.5,12,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Rear Delt Reverse Fly (Makine)",,"",0,"normal",45,15,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Rear Delt Reverse Fly (Makine)",,"",1,"normal",50,15,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Rear Delt Reverse Fly (Makine)",,"",2,"normal",50,15,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Hanging Leg Raise",,"",0,"normal",,10,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Hanging Leg Raise",,"",1,"normal",,10,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Hanging Leg Raise",,"",2,"normal",,10,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Bicycle Crunch",,"",0,"normal",,12,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Bicycle Crunch",,"",1,"normal",,12,,,
"Omuz/Karın","21 Haz 2024, 13:25","21 Haz 2024, 14:18","","Bicycle Crunch",,"",2,"normal",,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Lat Pulldown (Cable)",,"Bileklerin birbirine baktigi aparat",0,"normal",69,10,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Lat Pulldown (Cable)",,"Bileklerin birbirine baktigi aparat",1,"normal",69,10,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Lat Pulldown (Cable)",,"Bileklerin birbirine baktigi aparat",2,"normal",64,10,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Seated Cable Row - V Grip (Cable)",,"59 basla",0,"normal",54,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Seated Cable Row - V Grip (Cable)",,"59 basla",1,"normal",59,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Seated Cable Row - V Grip (Cable)",,"59 basla",2,"normal",54,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Cable Row - Wide Grip",,"",0,"normal",44,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Cable Row - Wide Grip",,"",1,"normal",49,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Cable Row - Wide Grip",,"",2,"normal",49,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Bicep Curl (Dambıl)",,"",0,"normal",17.5,8,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Bicep Curl (Dambıl)",,"",1,"normal",17.5,6,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Bicep Curl (Dambıl)",,"",2,"normal",15,7,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Hammer Curl (Dambıl)",,"",0,"normal",17.5,7,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Hammer Curl (Dambıl)",,"",1,"normal",17.5,7,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Hammer Curl (Dambıl)",,"",2,"normal",17.5,6,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Palms Up Wrist Curl",,"",0,"normal",12.5,20,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Palms Up Wrist Curl",,"",1,"normal",12.5,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Palms Up Wrist Curl",,"",2,"normal",12.5,12,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Wrist Extension (Bar)",,"",0,"normal",5,15,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Wrist Extension (Bar)",,"",1,"normal",5,15,,,
"Pull","20 Haz 2024, 13:01","20 Haz 2024, 14:15","","Oturarak Wrist Extension (Bar)",,"",2,"normal",5,12,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Shoulder Press (Dambıl)",,"",1,"normal",30,10,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Shoulder Press (Dambıl)",,"",2,"normal",30,8,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Single Arm Lateral Raise (Cable)",,"",0,"normal",4,15,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Single Arm Lateral Raise (Cable)",,"",1,"normal",4,15,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Single Arm Lateral Raise (Cable)",,"",2,"normal",4,15,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Rear Delt Reverse Fly (Makine)",,"",0,"normal",45,12,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Rear Delt Reverse Fly (Makine)",,"",1,"normal",45,12,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Rear Delt Reverse Fly (Makine)",,"",2,"normal",50,12,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Hanging Leg Raise",,"",0,"normal",,7,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Hanging Leg Raise",,"",1,"normal",,8,,,
"Omuz/Karın","15 Haz 2024, 12:08","15 Haz 2024, 13:08","","Hanging Leg Raise",,"",2,"normal",,10,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Lat Pulldown (Cable)",,"60 son",0,"normal",40,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Lat Pulldown (Cable)",,"60 son",1,"normal",55,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Lat Pulldown (Cable)",,"60 son",2,"normal",60,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Bent Over Row (Bar)",,"T bar row (eklenen kilo) (32.5 basla)",0,"normal",20,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Bent Over Row (Bar)",,"T bar row (eklenen kilo) (32.5 basla)",1,"normal",30,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Bent Over Row (Bar)",,"T bar row (eklenen kilo) (32.5 basla)",2,"normal",30,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Iso-Lateral Row (Makine)",,"",0,"normal",50,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Iso-Lateral Row (Makine)",,"",1,"normal",50,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Iso-Lateral Row (Makine)",,"",2,"normal",50,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Bicep Curl (Dambıl)",,"",0,"normal",12.5,12,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Bicep Curl (Dambıl)",,"",1,"normal",15,10,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Bicep Curl (Dambıl)",,"",2,"normal",15,7,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Hammer Curl (Dambıl)",,"",0,"normal",20,9,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Hammer Curl (Dambıl)",,"",1,"normal",20,9,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Hammer Curl (Dambıl)",,"",2,"normal",20,8,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Oturarak Palms Up Wrist Curl",,"",0,"normal",10,15,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Oturarak Palms Up Wrist Curl",,"",1,"normal",12.5,15,,,
"Pull","14 Haz 2024, 14:23","14 Haz 2024, 15:20","","Oturarak Palms Up Wrist Curl",,"",2,"normal",12.5,15,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Incline Bench Press (Smith Machine)",,"",0,"normal",40,12,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Incline Bench Press (Smith Machine)",,"",1,"normal",60,5,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Incline Bench Press (Smith Machine)",,"",2,"normal",55,7,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Incline Bench Press (Smith Machine)",,"",3,"normal",55,4,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Chest Press (Makine)",,"",0,"normal",70,11,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Chest Press (Makine)",,"",1,"normal",70,9,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Chest Press (Makine)",,"",2,"normal",70,6,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Butterfly (Pec Deck)",,"",0,"normal",50,12,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Butterfly (Pec Deck)",,"",1,"normal",50,12,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Butterfly (Pec Deck)",,"",2,"normal",50,12,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Skullcrusher (Bar)",,"",0,"normal",10,12,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Skullcrusher (Bar)",,"",1,"normal",15,12,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Skullcrusher (Bar)",,"",2,"normal",15,12,,,
"Göğüs","13 Haz 2024, 14:50","13 Haz 2024, 15:38","","Skullcrusher (Bar)",,"",3,"normal",15,12,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Shoulder Press (Dambıl)",,"",0,"normal",30,10,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Shoulder Press (Dambıl)",,"",1,"normal",30,10,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Shoulder Press (Dambıl)",,"",2,"normal",30,8,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Single Arm Lateral Raise (Cable)",,"",0,"normal",3.75,12,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Single Arm Lateral Raise (Cable)",,"",1,"normal",3.75,12,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Single Arm Lateral Raise (Cable)",,"",2,"normal",3.75,12,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Face Pull",,"",0,"normal",20,12,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Face Pull",,"",1,"normal",20,12,,,
"Omuz/Karın","24 May 2024, 13:08","24 May 2024, 13:50","","Face Pull",,"",2,"normal",20,15,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Lat Pulldown (Cable)",,"",1,"normal",70,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Lat Pulldown (Cable)",,"",2,"normal",70,10,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Cable Row - Wide Grip",,"",1,"normal",50,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Cable Row - Wide Grip",,"",2,"normal",50,18,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Iso-Lateral Row (Makine)",,"",0,"normal",80,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Iso-Lateral Row (Makine)",,"",1,"normal",80,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Iso-Lateral Row (Makine)",,"",2,"normal",80,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Bicep Curl (Dambıl)",,"",0,"normal",18,8,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Bicep Curl (Dambıl)",,"",1,"normal",18,8,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Bicep Curl (Dambıl)",,"",2,"normal",18,6,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Hammer Curl (Dambıl)",,"",0,"normal",20,9,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Hammer Curl (Dambıl)",,"",1,"normal",20,9,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Hammer Curl (Dambıl)",,"",2,"normal",20,8,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Palms Up Wrist Curl",,"",0,"normal",10,25,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Palms Up Wrist Curl",,"",1,"normal",12,12,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Palms Up Wrist Curl",,"",2,"normal",12,15,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Wrist Extension (Bar)",,"",0,"normal",5,25,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Wrist Extension (Bar)",,"",1,"normal",5,15,,,
"Pull","23 May 2024, 19:09","23 May 2024, 20:25","","Oturarak Wrist Extension (Bar)",,"",2,"normal",5,15,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Incline Bench Press (Bar)",,"",0,"normal",70,10,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Incline Bench Press (Bar)",,"",1,"normal",70,10,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Incline Bench Press (Bar)",,"",2,"normal",70,9,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Incline Bench Press (Bar)",,"",3,"normal",70,9,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Chest Press (Makine)",,"",0,"normal",70,11,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Chest Press (Makine)",,"",1,"normal",70,9,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Chest Press (Makine)",,"",2,"normal",70,6,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Butterfly (Pec Deck)",,"",0,"normal",50,12,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Butterfly (Pec Deck)",,"",1,"normal",50,12,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Butterfly (Pec Deck)",,"",2,"normal",50,12,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Triceps Pushdown",,"",0,"normal",25,15,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Triceps Pushdown",,"",1,"normal",25,12,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Triceps Pushdown",,"",2,"normal",25,12,,,
"Push","22 May 2024, 15:05","22 May 2024, 16:00","","Triceps Pushdown",,"",3,"normal",25,13,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Incline Bench Press (Bar)",,"",0,"normal",70,6,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Incline Bench Press (Bar)",,"",1,"normal",70,8,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Incline Bench Press (Bar)",,"",2,"normal",70,6,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Incline Bench Press (Bar)",,"",3,"normal",70,8,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Butterfly (Pec Deck)",,"",1,"normal",55,12,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Butterfly (Pec Deck)",,"",2,"normal",55,12,,,
"Push","17 May 2024, 14:07","17 May 2024, 14:42","","Butterfly (Pec Deck)",,"",3,"normal",55,12,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Incline Bench Press (Dambıl)",,"",0,"normal",36,5,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Incline Bench Press (Dambıl)",,"",1,"normal",36,6,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Incline Bench Press (Dambıl)",,"",2,"normal",36,6,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Incline Bench Press (Dambıl)",,"",3,"normal",36,5,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Butterfly (Pec Deck)",,"",0,"normal",55,12,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Butterfly (Pec Deck)",,"",1,"normal",55,12,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Butterfly (Pec Deck)",,"",2,"normal",55,12,,,
"Push","13 May 2024, 13:57","13 May 2024, 14:39","","Butterfly (Pec Deck)",,"",3,"normal",55,12,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Barfiks",,"",0,"normal",,6,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Barfiks",,"",1,"normal",,6,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Barfiks",,"",2,"normal",,4,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,12,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Oturarak Cable Row - Wide Grip",,"",1,"normal",50,12,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Oturarak Cable Row - Wide Grip",,"",2,"normal",50,15,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Iso-Lateral Row (Makine)",,"",0,"normal",80,12,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Iso-Lateral Row (Makine)",,"",1,"normal",80,12,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Iso-Lateral Row (Makine)",,"",2,"normal",80,12,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Bicep Curl (Dambıl)",,"",0,"normal",20,7,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Bicep Curl (Dambıl)",,"",1,"normal",20,7,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Bicep Curl (Dambıl)",,"",2,"normal",20,6,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Hammer Curl (Dambıl)",,"",0,"normal",20,9,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Hammer Curl (Dambıl)",,"",1,"normal",20,9,,,
"Pull","10 May 2024, 15:37","10 May 2024, 16:31","","Hammer Curl (Dambıl)",,"",2,"normal",20,8,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Incline Bench Press (Dambıl)",,"",0,"normal",36,7,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Incline Bench Press (Dambıl)",,"",1,"normal",36,7,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Incline Bench Press (Dambıl)",,"",2,"normal",36,6,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Incline Bench Press (Dambıl)",,"",3,"normal",36,4,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Butterfly (Pec Deck)",,"",0,"normal",50,12,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Butterfly (Pec Deck)",,"",1,"normal",50,12,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Butterfly (Pec Deck)",,"",2,"normal",50,12,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Butterfly (Pec Deck)",,"",3,"normal",50,12,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Shoulder Press (Dambıl)",,"",0,"normal",30,7,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Shoulder Press (Dambıl)",,"",1,"normal",30,7,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Shoulder Press (Dambıl)",,"",2,"normal",30,6,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Lateral Raise (Dambıl)",,"",0,"normal",12,20,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Lateral Raise (Dambıl)",,"",1,"normal",12,20,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Lateral Raise (Dambıl)",,"",2,"normal",12,20,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Skullcrusher (Bar)",,"",0,"normal",20,12,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Skullcrusher (Bar)",,"",1,"normal",20,12,,,
"Push","9 May 2024, 20:10","9 May 2024, 21:34","","Skullcrusher (Bar)",,"",2,"normal",25,11,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Lat Pulldown (Cable)",,"",1,"normal",70,12,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Lat Pulldown (Cable)",,"",2,"normal",70,12,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Dumbbell Row",,"",0,"normal",36,8,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Dumbbell Row",,"",1,"normal",36,8,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Dumbbell Row",,"",2,"normal",36,12,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Iso-Lateral Row (Makine)",,"",0,"normal",90,9,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Iso-Lateral Row (Makine)",,"",1,"normal",90,9,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Iso-Lateral Row (Makine)",,"",2,"normal",90,9,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Bicep Curl (Dambıl)",,"",0,"normal",20,5,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Bicep Curl (Dambıl)",,"",1,"normal",20,5,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Bicep Curl (Dambıl)",,"",2,"normal",20,6,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Hammer Curl (Dambıl)",,"",0,"normal",20,9,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Hammer Curl (Dambıl)",,"",1,"normal",20,9,,,
"Pull","7 May 2024, 16:35","7 May 2024, 17:32","","Hammer Curl (Dambıl)",,"",2,"normal",20,8,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Incline Bench Press (Dambıl)",,"",0,"normal",34,10,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Incline Bench Press (Dambıl)",,"",1,"normal",34,10,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Incline Bench Press (Dambıl)",,"",3,"normal",34,8,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Butterfly (Pec Deck)",,"",0,"normal",50,10,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Butterfly (Pec Deck)",,"",1,"normal",50,10,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Butterfly (Pec Deck)",,"",2,"normal",50,10,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Butterfly (Pec Deck)",,"",3,"normal",50,10,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Shoulder Press (Dambıl)",,"",0,"normal",30,6,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Shoulder Press (Dambıl)",,"",1,"normal",30,7,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Shoulder Press (Dambıl)",,"",2,"normal",30,7,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Lateral Raise (Dambıl)",,"",0,"normal",14,12,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Lateral Raise (Dambıl)",,"",1,"normal",14,12,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Lateral Raise (Dambıl)",,"",2,"normal",14,15,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Skullcrusher (Bar)",,"",0,"normal",20,12,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Skullcrusher (Bar)",,"",1,"normal",20,12,,,
"Push","6 May 2024, 14:56","6 May 2024, 16:08","","Skullcrusher (Bar)",,"",2,"normal",20,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Lat Pulldown (Cable)",,"",0,"normal",70,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Lat Pulldown (Cable)",,"",1,"normal",70,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Lat Pulldown (Cable)",,"",2,"normal",70,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Dumbbell Row",,"",0,"normal",34,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Dumbbell Row",,"",1,"normal",34,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Dumbbell Row",,"",2,"normal",34,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Iso-Lateral Row (Makine)",,"",0,"normal",90,12,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Iso-Lateral Row (Makine)",,"",1,"normal",90,10,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Iso-Lateral Row (Makine)",,"",2,"normal",90,9,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Bicep Curl (Dambıl)",,"",0,"normal",18,10,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Bicep Curl (Dambıl)",,"",1,"normal",18,9,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Bicep Curl (Dambıl)",,"",2,"normal",18,9,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Hammer Curl (Dambıl)",,"",0,"normal",20,8,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Hammer Curl (Dambıl)",,"",1,"normal",20,8,,,
"Pull","3 May 2024, 16:14","3 May 2024, 17:11","","Hammer Curl (Dambıl)",,"",2,"normal",20,8,,,
"Push","2 May 2024, 18:52","2 May 2024, 20:03","","Incline Bench Press (Dambıl)",,"",0,"normal",34,9,,,
"Push","2 May 2024, 18:52","2 May 2024, 20:03","","Incline Bench Press (Dambıl)",,"",1,"normal",34,8,,,
"Push","2 May 2024, 18:52","2 May 2024, 20:03","","Incline Bench Press (Dambıl)",,"",2,"normal",34,8,,,
"Push","2 May 2024, 18:52","2 May 2024, 20:03","","Incline Bench Press (Dambıl)",,"",3,"normal",34,8,,,
"Push","2 May 2024, 18:52","2 May 2024, 20:03","","Butterfly (Pec Deck)",,"",0,"normal",55,8,,,
