"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Barfiks",,"",0,"normal",,7,,,
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Barfiks",,"",1,"normal",,8,,,
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Barfiks",,"",2,"normal",,6,,,
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Barfiks",,"",3,"normal",,4,,,
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Bicep Curl (Dambıl)",,"",0,"normal",18,6,,,
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Bicep Curl (Dambıl)",,"",1,"normal",18,6,,,
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Hammer Curl (Dambıl)",,"",0,"normal",20,7,,,
"Pull","27 Ara 2024, 15:41","27 Ara 2024, 16:16","","Hammer Curl (Dambıl)",,"",1,"normal",20,7,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Incline Bench Press (Dambıl)",,"",0,"normal",36,7,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Incline Bench Press (Dambıl)",,"",1,"normal",34,6,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Chest Press (Makine)",,"",0,"normal",75,8,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Chest Press (Makine)",,"",1,"normal",75,9,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Butterfly (Pec Deck)",,"",0,"normal",45,12,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Butterfly (Pec Deck)",,"",1,"normal",45,11,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Butterfly (Pec Deck)",,"",2,"normal",45,12,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Triceps Pushdown",,"",0,"normal",25,12,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Triceps Pushdown",,"",1,"normal",25,12,,,
"Göğüs","26 Ara 2024, 12:37","26 Ara 2024, 13:20","","Triceps Pushdown",,"",2,"normal",25,11,,,
"Omuz/Karın","24 Ara 2024, 14:06","24 Ara 2024, 14:41","","Overhead Press (Smith Machine)",,"",0,"normal",30,7,,,
"Omuz/Karın","24 Ara 2024, 14:06","24 Ara 2024, 14:41","","Overhead Press (Smith Machine)",,"",1,"normal",30,7,,,
"Omuz/Karın","24 Ara 2024, 14:06","24 Ara 2024, 14:41","","Overhead Press (Smith Machine)",,"",2,"normal",30,9,,,
"Omuz/Karın","24 Ara 2024, 14:06","24 Ara 2024, 14:41","","Lateral Raise (Dambıl)",,"",0,"normal",10,12,,,
"Omuz/Karın","24 Ara 2024, 14:06","24 Ara 2024, 14:41","","Lateral Raise (Dambıl)",,"",1,"normal",12.5,12,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Barfiks",,"",0,"normal",,7,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Barfiks",,"",1,"normal",,6,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Barfiks",,"",2,"normal",,7,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Iso-Lateral Row (Makine)",,"",1,"normal",80,12,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Iso-Lateral Row (Makine)",,"",2,"normal",80,12,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",17.5,12,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",17.5,12,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",17.5,9,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Bicep Curl (Dambıl)",,"",0,"normal",16,10,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Bicep Curl (Dambıl)",,"",1,"normal",16,10,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Bicep Curl (Dambıl)",,"",2,"normal",16,10,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Hammer Curl (Dambıl)",,"",0,"normal",16,8,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Hammer Curl (Dambıl)",,"",1,"normal",16,8,,,
"Pull","23 Ara 2024, 13:23","23 Ara 2024, 14:28","","Hammer Curl (Dambıl)",,"",2,"normal",16,8,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Incline Bench Press (Dambıl)",,"",0,"normal",34,10,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Chest Press (Makine)",,"",0,"normal",75,6,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Chest Press (Makine)",,"",1,"normal",75,6,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Butterfly (Pec Deck)",,"",0,"normal",50,8,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Butterfly (Pec Deck)",,"",1,"normal",50,8,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Butterfly (Pec Deck)",,"",2,"normal",50,6,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Skullcrusher (Bar)",,"",0,"normal",20,10,,,
"Göğüs","22 Ara 2024, 16:20","22 Ara 2024, 17:49","","Skullcrusher (Bar)",,"",1,"normal",20,10,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Makine Barfiks (Destekli)",,"",1,"normal",10,10,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Makine Barfiks (Destekli)",,"",2,"normal",10,7,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Iso-Lateral Row (Makine)",,"",1,"normal",75,12,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Iso-Lateral Row (Makine)",,"",2,"normal",75,12,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",20,12,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",20,7,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",20,6,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Bicep Curl (Dambıl)",,"",0,"normal",16,10,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Bicep Curl (Dambıl)",,"",1,"normal",16,7,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Bicep Curl (Dambıl)",,"",2,"normal",16,6,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Hammer Curl (Dambıl)",,"",0,"normal",16,10,,,
"Pull","16 Ara 2024, 19:04","16 Ara 2024, 19:48","","Hammer Curl (Dambıl)",,"",1,"normal",16,7,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Incline Bench Press (Dambıl)",,"",0,"normal",34,8,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Incline Bench Press (Dambıl)",,"",1,"normal",34,9,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Chest Press (Makine)",,"",0,"normal",70,9,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Chest Press (Makine)",,"",1,"normal",70,10,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Butterfly (Pec Deck)",,"",0,"normal",50,8,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Butterfly (Pec Deck)",,"",1,"normal",50,9,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Butterfly (Pec Deck)",,"",2,"normal",50,11,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Butterfly (Pec Deck)",,"",3,"normal",50,8,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Skullcrusher (Bar)",,"",0,"normal",20,10,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Skullcrusher (Bar)",,"",1,"normal",20,10,,,
"Göğüs","15 Ara 2024, 15:58","15 Ara 2024, 16:57","","Skullcrusher (Bar)",,"",2,"normal",20,8,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Overhead Press (Bar)",,"",0,"normal",40,12,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Overhead Press (Bar)",,"",1,"normal",40,10,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Overhead Press (Bar)",,"",2,"normal",40,10,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Lateral Raise (Dambıl)",,"",0,"normal",10,15,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Lateral Raise (Dambıl)",,"",1,"normal",10,15,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Lateral Raise (Dambıl)",,"",2,"normal",10,12,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Face Pull",,"",0,"normal",30,12,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Face Pull",,"",1,"normal",30,12,,,
"Omuz/Karın","11 Ara 2024, 13:53","11 Ara 2024, 14:32","","Face Pull",,"",2,"normal",35,12,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Makine Barfiks (Destekli)",,"",1,"normal",10,10,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Makine Barfiks (Destekli)",,"",2,"normal",10,7,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Iso-Lateral Row (Makine)",,"",0,"normal",70,12,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Iso-Lateral Row (Makine)",,"",1,"normal",70,12,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Iso-Lateral Row (Makine)",,"",2,"normal",70,12,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",17.5,12,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",17.5,12,,,
"Pull","10 Ara 2024, 13:45","10 Ara 2024, 14:20","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",17.5,11,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Shoulder Press (Machine Plates)",,"",0,"normal",50,12,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Shoulder Press (Machine Plates)",,"",1,"normal",50,12,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Shoulder Press (Machine Plates)",,"",2,"normal",50,10,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Lateral Raise (Dambıl)",,"",0,"normal",12,12,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Lateral Raise (Dambıl)",,"",1,"normal",12,12,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Lateral Raise (Dambıl)",,"",2,"normal",12,12,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Reverse Fly (Cable)",,"",0,"normal",3,7,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Reverse Fly (Cable)",,"",1,"normal",3,12,,,
"Omuz/Karın","7 Ara 2024, 13:55","7 Ara 2024, 14:32","","Reverse Fly (Cable)",,"",2,"normal",3,12,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Makine Barfiks (Destekli)",,"",1,"normal",10,10,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Makine Barfiks (Destekli)",,"",2,"normal",10,7,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Iso-Lateral Row (Makine)",,"",0,"normal",70,12,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Iso-Lateral Row (Makine)",,"",1,"normal",70,12,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Iso-Lateral Row (Makine)",,"",2,"normal",70,11,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",15,12,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",17.5,12,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",17.5,12,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Bicep Curl (Dambıl)",,"",0,"normal",16,10,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Bicep Curl (Dambıl)",,"",1,"normal",16,8,,,
"Pull","6 Ara 2024, 15:25","6 Ara 2024, 16:04","","Hammer Curl (Dambıl)",,"",0,"normal",16,10,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Incline Bench Press (Dambıl)",,"",0,"normal",32,10,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Incline Bench Press (Dambıl)",,"",1,"normal",32,11,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Chest Press (Makine)",,"",0,"normal",70,8,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Chest Press (Makine)",,"",1,"normal",70,9,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Butterfly (Pec Deck)",,"",0,"normal",50,6,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Butterfly (Pec Deck)",,"",1,"normal",50,9,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Butterfly (Pec Deck)",,"",2,"normal",50,10,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Butterfly (Pec Deck)",,"",3,"normal",50,10,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Triceps Pushdown",,"",0,"normal",20,9,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Triceps Pushdown",,"",1,"normal",20,9,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Triceps Pushdown",,"",2,"normal",20,8,,,
"Göğüs","5 Ara 2024, 18:47","5 Ara 2024, 19:54","","Triceps Pushdown",,"",3,"normal",30,8,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Incline Bench Press (Dambıl)",,"",0,"normal",32,9,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Incline Bench Press (Dambıl)",,"",1,"normal",32,11,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Chest Press (Makine)",,"",0,"normal",70,7,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Chest Press (Makine)",,"",1,"normal",70,7,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Butterfly (Pec Deck)",,"",0,"normal",50,6,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Butterfly (Pec Deck)",,"",1,"normal",50,5,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Butterfly (Pec Deck)",,"",2,"normal",50,6,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Triceps Pushdown",,"",0,"normal",20,12,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Triceps Pushdown",,"",1,"normal",20,12,,,
"Göğüs","30 Kas 2024, 17:34","30 Kas 2024, 18:05","","Triceps Pushdown",,"",2,"normal",20,10,,,
"Pull","27 Kas 2024, 19:12","27 Kas 2024, 19:42","","Barfiks",,"",0,"normal",,7,,,
"Pull","27 Kas 2024, 19:12","27 Kas 2024, 19:42","","Barfiks",,"",1,"normal",,6,,,
"Pull","27 Kas 2024, 19:12","27 Kas 2024, 19:42","","Barfiks",,"",2,"normal",,3,,,
"Pull","27 Kas 2024, 19:12","27 Kas 2024, 19:42","","Iso-Lateral Row (Makine)",,"",0,"normal",80,10,,,
"Pull","27 Kas 2024, 19:12","27 Kas 2024, 19:42","","Iso-Lateral Row (Makine)",,"",1,"normal",80,10,,,
"Pull","27 Kas 2024, 19:12","27 Kas 2024, 19:42","","Iso-Lateral Row (Makine)",,"",2,"normal",80,9,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Chest Press (Makine)",,"",0,"normal",70,12,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Chest Press (Makine)",,"",1,"normal",70,12,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Chest Press (Makine)",,"",2,"normal",70,12,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Cable Fly Crossovers",,"",0,"normal",6,6,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Cable Fly Crossovers",,"",1,"normal",6,8,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Cable Fly Crossovers",,"",2,"normal",6,12,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Skullcrusher (Bar)",,"",0,"normal",20,12,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Skullcrusher (Bar)",,"",1,"normal",20,9,,,
"Göğüs","26 Kas 2024, 17:38","26 Kas 2024, 18:13","","Skullcrusher (Bar)",,"",2,"normal",20,10,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Incline Bench Press (Dambıl)",,"",0,"normal",34,10,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Incline Bench Press (Dambıl)",,"",1,"normal",34,10,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Incline Bench Press (Dambıl)",,"",2,"normal",34,9,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Incline Bench Press (Dambıl)",,"",3,"normal",34,9,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Butterfly (Pec Deck)",,"",0,"normal",50,12,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Butterfly (Pec Deck)",,"",1,"normal",50,10,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Butterfly (Pec Deck)",,"",2,"normal",50,10,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Butterfly (Pec Deck)",,"",3,"normal",50,8,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Skullcrusher (Bar)",,"",0,"normal",20,12,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Skullcrusher (Bar)",,"",1,"normal",20,10,,,
"Göğüs","16 Kas 2024, 14:44","16 Kas 2024, 15:30","","Skullcrusher (Bar)",,"",2,"normal",20,8,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Barfiks",,"",0,"normal",,5,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Barfiks",,"",1,"normal",,7,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Barfiks",,"",2,"normal",,6,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Barfiks",,"",3,"normal",,4,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Iso-Lateral Row (Makine)",,"",0,"normal",75,12,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Iso-Lateral Row (Makine)",,"",1,"normal",75,12,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Iso-Lateral Row (Makine)",,"",2,"normal",80,11,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Oturarak Cable Row - Wide Grip",,"",0,"normal",50,12,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Oturarak Cable Row - Wide Grip",,"",1,"normal",40,12,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Oturarak Cable Row - Wide Grip",,"",2,"normal",40,12,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Bicep Curl (Dambıl)",,"",0,"normal",16,10,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Bicep Curl (Dambıl)",,"",1,"normal",16,10,,,
"Pull","11 Kas 2024, 13:01","11 Kas 2024, 13:41","","Bicep Curl (Dambıl)",,"",2,"normal",16,9,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Bench Press (Bar)",,"",0,"normal",85,6,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Bench Press (Bar)",,"",1,"normal",85,5,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Bench Press (Bar)",,"",2,"normal",80,7,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Chest Press (Makine)",,"",0,"normal",60,12,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Chest Press (Makine)",,"",1,"normal",70,11,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Chest Press (Makine)",,"",2,"normal",70,8,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Butterfly (Pec Deck)",,"",0,"normal",50,10,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Butterfly (Pec Deck)",,"",1,"normal",50,8,,,
"Göğüs","10 Kas 2024, 13:12","10 Kas 2024, 13:57","","Butterfly (Pec Deck)",,"",2,"normal",50,10,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Shoulder Press (Dambıl)",,"",0,"normal",32,8,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Shoulder Press (Dambıl)",,"",1,"normal",32,8,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Shoulder Press (Dambıl)",,"",2,"normal",32,9,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Lateral Raise (Dambıl)",,"",0,"normal",12,15,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Lateral Raise (Dambıl)",,"",1,"normal",12,15,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Lateral Raise (Dambıl)",,"",2,"normal",12,12,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Face Pull",,"",0,"normal",30,12,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Face Pull",,"",1,"normal",35,12,,,
"Omuz/Karın","8 Kas 2024, 13:40","8 Kas 2024, 14:19","","Face Pull",,"",2,"normal",35,12,,,
"Pull","7 Kas 2024, 12:20","7 Kas 2024, 12:57","","Makine Barfiks (Destekli)",,"",0,"normal",10,10,,,
"Pull","7 Kas 2024, 12:20","7 Kas 2024, 12:57","","Makine Barfiks (Destekli)",,"",1,"normal",10,10,,,
"Pull","7 Kas 2024, 12:20","7 Kas 2024, 12:57","","Makine Barfiks (Destekli)",,"",2,"normal",10,10,,,
"Pull","7 Kas 2024, 12:20","7 Kas 2024, 12:57","","Bicep Curl (Dambıl)",,"",0,"normal",16,9,,,
"Pull","7 Kas 2024, 12:20","7 Kas 2024, 12:57","","Bicep Curl (Dambıl)",,"",1,"normal",16,9,,,
"Pull","7 Kas 2024, 12:20","7 Kas 2024, 12:57","","Bicep Curl (Dambıl)",,"",2,"normal",16,9,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Incline Bench Press (Dambıl)",,"",0,"normal",34,10,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Incline Bench Press (Dambıl)",,"",1,"normal",34,7,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Incline Bench Press (Dambıl)",,"",2,"normal",34,7,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Butterfly (Pec Deck)",,"",0,"normal",50,10,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Butterfly (Pec Deck)",,"",1,"normal",50,8,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Butterfly (Pec Deck)",,"",2,"normal",50,10,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Triceps Pushdown",,"",0,"normal",30,10,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Triceps Pushdown",,"",1,"normal",30,7,,,
"Göğüs","6 Kas 2024, 14:39","6 Kas 2024, 15:10","","Triceps Pushdown",,"",2,"normal",30,9,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Shoulder Press (Dambıl)",,"",0,"normal",32,9,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Shoulder Press (Dambıl)",,"",1,"normal",32,9,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Shoulder Press (Dambıl)",,"",2,"normal",32,9,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Lateral Raise (Dambıl)",,"",0,"normal",12,15,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Lateral Raise (Dambıl)",,"",1,"normal",12,15,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Lateral Raise (Dambıl)",,"",2,"normal",12,12,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Face Pull",,"",0,"normal",27.5,12,,,
"Omuz/Karın","2 Kas 2024, 15:09","2 Kas 2024, 15:57","","Face Pull",,"",1,"normal",27.5,12,,,
